,resource_id,ts,node_hwmon_temp_celsius,node_cpu_seconds_total,node_memory_MemTotal_bytes,node_memory_MemFree_bytes,node_disk_read_bytes_total_x,node_disk_read_bytes_total_y
19,ffefe222-85c5-5785-b35f-1fe0bded73b0,1723713900.0,38.5533333333333,32428.323666666656,1081840218112.0,1033680304605.8667,455152110.93333334,455152110.93333334
20,ffefe222-85c5-5785-b35f-1fe0bded73b0,1723714200.0,37.565254237288094,28979.17542372881,1081840218112.0,1033641989623.322,469943495.59322035,469943495.59322035
21,ffefe222-85c5-5785-b35f-1fe0bded73b0,1723714500.0,38.5583333333333,36401.42399999999,1081840218112.0,1033650004172.8,609899357.8666667,609899357.8666667
22,ffefe222-85c5-5785-b35f-1fe0bded73b0,1723714800.0,40.70583333333329,32354.66583333333,1081840218112.0,1033629689787.7333,673376460.8,673376460.8
23,ffefe222-85c5-5785-b35f-1fe0bded73b0,1723715100.0,38.2558333333333,28722.781999999992,1081840218112.0,1033614436693.3334,642976622.9333333,642976622.9333333
24,ffefe222-85c5-5785-b35f-1fe0bded73b0,1723715400.0,37.07249999999997,40910.748499999994,1081840218112.0,1033618096537.6,641033045.3333334,641033045.3333334
25,ffefe222-85c5-5785-b35f-1fe0bded73b0,1723715700.0,36.914999999999964,32910.36316666667,1081840218112.0,1033567000985.6,622627114.6666666,622627114.6666666
26,ffefe222-85c5-5785-b35f-1fe0bded73b0,1723716000.0,41.14666666666663,36852.238999999994,1081840218112.0,1033534314700.8,491504614.4,491504614.4
27,ffefe222-85c5-5785-b35f-1fe0bded73b0,1723716300.0,35.96499999999997,41133.65316666667,1081840218112.0,1033511651805.8667,699034112.0,699034112.0
28,ffefe222-85c5-5785-b35f-1fe0bded73b0,1723716600.0,37.95833333333329,41106.25533333333,1081840218112.0,1033469704055.4667,732978073.6,732978073.6
29,ffefe222-85c5-5785-b35f-1fe0bded73b0,1723716900.0,40.93916666666662,29049.77333333333,1081840218112.0,1033463755025.0667,431216341.3333333,431216341.3333333
30,ffefe222-85c5-5785-b35f-1fe0bded73b0,1723717200.0,39.7058333333333,37371.338833333335,1081840218112.0,1033511331771.7333,557328076.8,557328076.8
31,ffefe222-85c5-5785-b35f-1fe0bded73b0,1723717500.0,37.97249999999996,24974.099833333334,1081840218112.0,1033474196957.8667,853213380.2666667,853213380.2666667
32,ffefe222-85c5-5785-b35f-1fe0bded73b0,1723717800.0,37.74416666666663,29316.957666666665,1081840218112.0,1033433278327.4667,635716036.2666667,635716036.2666667
33,ffefe222-85c5-5785-b35f-1fe0bded73b0,1723718100.0,38.9558333333333,32765.817666666662,1081840218112.0,1033431044437.3334,614350387.2,614350387.2
34,ffefe222-85c5-5785-b35f-1fe0bded73b0,1723718400.0,41.2633333333333,45544.42916666666,1081840218112.0,1033415819946.6666,578072635.7333333,578072635.7333333
35,ffefe222-85c5-5785-b35f-1fe0bded73b0,1723718700.0,36.684166666666634,24937.854333333333,1081840218112.0,1033434212215.4667,495439069.8666667,495439069.8666667
36,ffefe222-85c5-5785-b35f-1fe0bded73b0,1723719000.0,38.03916666666664,21171.57366666666,1081840218112.0,1033375514350.9333,772186035.2,772186035.2
37,ffefe222-85c5-5785-b35f-1fe0bded73b0,1723719300.0,36.745833333333294,29025.273499999996,1081840218112.0,1033438109696.0,561727598.9333333,561727598.9333333
38,ffefe222-85c5-5785-b35f-1fe0bded73b0,1723719600.0,38.86499999999996,45485.03666666666,1081840218112.0,1033394969873.0667,814537949.8666667,814537949.8666667
39,ffefe222-85c5-5785-b35f-1fe0bded73b0,1723719900.0,37.9558333333333,33521.701666666675,1081840218112.0,1033409723187.2,727121382.4,727121382.4
40,ffefe222-85c5-5785-b35f-1fe0bded73b0,1723720200.0,36.42916666666664,37763.758166666674,1081840218112.0,1033363083537.0667,808774357.3333334,808774357.3333334
41,ffefe222-85c5-5785-b35f-1fe0bded73b0,1723720500.0,39.6633333333333,33674.538833333325,1081840218112.0,1033375990306.1333,716000750.9333333,716000750.9333333
42,ffefe222-85c5-5785-b35f-1fe0bded73b0,1723720800.0,41.010833333333295,45973.259500000015,1081840218112.0,1033274296524.8,546570060.8,546570060.8
43,ffefe222-85c5-5785-b35f-1fe0bded73b0,1723721100.0,38.16083333333331,25383.59833333333,1081840218112.0,1033145011336.5333,647539114.6666666,647539114.6666666
44,ffefe222-85c5-5785-b35f-1fe0bded73b0,1723721400.0,37.29666666666663,37265.03983333332,1081840218112.0,1033163543893.3334,743787246.9333333,743787246.9333333
45,ffefe222-85c5-5785-b35f-1fe0bded73b0,1723721700.0,38.3008333333333,37385.82566666668,1081840218112.0,1033171443643.7333,661056750.9333333,661056750.9333333
