,ts,Temperature
127,1726010400.0,34.40583333333331
128,1726010700.0,33.68166666666664
129,1726011000.0,34.764999999999965
130,1726011300.0,31.95499999999997
131,1726011600.0,29.974166666666633
132,1726011900.0,35.2533333333333
133,1726012200.0,35.16499999999997
134,1726012500.0,33.40999999999997
135,1726012800.0,30.838333333333306
136,1726013100.0,32.81916666666663
137,1726013400.0,34.0408333333333
138,1726013700.0,34.26499999999997
139,1726014000.0,32.20083333333331
140,1726014300.0,31.457499999999968
141,1726014600.0,34.42249999999998
142,1726014900.0,35.2958333333333
143,1726015200.0,29.483333333333306
144,1726015500.0,32.371666666666634
145,1726015800.0,36.07499999999997
146,1726016100.0,35.39083333333329
147,1726016400.0,33.53416666666663
148,1726016700.0,30.185833333333303
149,1726017000.0,33.28166666666664
150,1726017300.0,36.67916666666663
151,1726017600.0,33.9908333333333
152,1726017900.0,31.574166666666635
153,1726018200.0,31.819166666666636
154,1726018500.0,34.317499999999974
155,1726018800.0,36.422499999999964
156,1726019100.0,31.002499999999962
157,1726019400.0,32.198333333333295
158,1726019700.0,31.419166666666637
159,1726020000.0,33.5408333333333
160,1726020300.0,34.01249999999997
161,1726020600.0,31.788333333333302
162,1726020900.0,32.50999999999997
163,1726021200.0,34.53166666666663
164,1726021500.0,33.81249999999997
165,1726021800.0,30.71916666666663
166,1726022100.0,32.17666666666664
167,1726022400.0,35.83416666666663
168,1726022700.0,35.07666666666663
169,1726023000.0,32.507499999999965
170,1726023300.0,32.6508333333333
171,1726023600.0,31.426666666666634
172,1726023900.0,34.7983333333333
173,1726024200.0,35.41916666666662
174,1726024500.0,32.75749999999996
175,1726024800.0,32.71499999999997
176,1726025100.0,33.86499999999997
177,1726025400.0,35.285833333333294
178,1726025700.0,33.7508333333333
179,1726026000.0,30.55749999999997
180,1726026300.0,30.931666666666636
181,1726026600.0,34.52416666666663
182,1726026900.0,35.43166666666663
183,1726027200.0,33.1458333333333
184,1726027500.0,31.96499999999997
185,1726027800.0,33.2033333333333
186,1726028100.0,34.95749999999997
187,1726028400.0,34.035833333333294
188,1726028700.0,33.83416666666664
189,1726029000.0,32.82666666666663
190,1726029300.0,33.10499999999997
191,1726029600.0,34.11916666666663
192,1726029900.0,32.92916666666663
193,1726030200.0,33.176666666666634
194,1726030500.0,33.42166666666663
195,1726030800.0,35.121666666666634
196,1726031100.0,33.6958333333333
197,1726031400.0,33.798333333333304
198,1726031700.0,30.70499999999997
199,1726032000.0,32.75749999999997
200,1726032300.0,31.859999999999964
201,1726032600.0,31.843333333333298
202,1726032900.0,33.8983333333333
203,1726033200.0,33.798333333333304
204,1726033500.0,36.2433333333333
205,1726033800.0,33.879166666666634
206,1726034100.0,33.650833333333296
207,1726034400.0,33.362499999999976
208,1726034700.0,33.37666666666664
209,1726035000.0,36.33416666666663
210,1726035300.0,33.312499999999964
211,1726035600.0,34.42499999999997
212,1726035900.0,33.85499999999997
213,1726036200.0,35.726666666666624
214,1726036500.0,33.209999999999965
215,1726036800.0,31.540833333333303
216,1726037100.0,31.224166666666633
217,1726037400.0,37.28916666666664
218,1726037700.0,33.35499999999997
219,1726038000.0,32.87666666666663
220,1726038300.0,30.53166666666664
221,1726038600.0,32.885833333333295
222,1726038900.0,33.45999999999996
223,1726039200.0,34.029166666666626
224,1726039500.0,33.54333333333329
225,1726039800.0,31.40749999999997
226,1726040100.0,33.357499999999966
227,1726040400.0,32.9933333333333
228,1726040700.0,30.45083333333331
229,1726041000.0,32.424166666666636
230,1726041300.0,35.22249999999997
231,1726041600.0,34.0908333333333
232,1726041900.0,32.07916666666664
233,1726042200.0,30.054999999999968
234,1726042500.0,30.840833333333304
235,1726042800.0,32.61499999999997
236,1726043100.0,31.693333333333303
237,1726043400.0,33.06249999999997
238,1726043700.0,32.1458333333333
239,1726044000.0,32.10499999999996
240,1726044300.0,33.07916666666664
241,1726044600.0,34.414999999999964
242,1726044900.0,33.95583333333329
243,1726045200.0,32.3983333333333
244,1726045500.0,32.32666666666663
245,1726045800.0,32.62666666666664
246,1726046100.0,31.343333333333305
247,1726046400.0,31.0358333333333
248,1726046700.0,32.550833333333294
249,1726047000.0,33.795833333333306
250,1726047300.0,36.00249999999996
251,1726047600.0,34.11249999999996
252,1726047900.0,33.69333333333329
253,1726048200.0,35.82999999999997
254,1726048500.0,34.33416666666663
255,1726048800.0,33.36916666666663
256,1726049100.0,36.73666666666664
257,1726049400.0,34.12916666666663
258,1726049700.0,34.698333333333295
259,1726050000.0,34.11249999999996
260,1726050300.0,29.776666666666635
261,1726050600.0,29.702499999999972
262,1726050900.0,33.46499999999997
263,1726051200.0,35.43166666666663
264,1726051500.0,35.67166666666663
265,1726051800.0,34.88416666666664
266,1726052100.0,34.87666666666663
267,1726052400.0,34.14083333333329
268,1726052700.0,33.8408333333333
269,1726053000.0,32.6983333333333
270,1726053300.0,34.28166666666663
271,1726053600.0,34.30249999999997
272,1726053900.0,38.522499999999965
273,1726054200.0,34.4433333333333
274,1726054500.0,35.945833333333304
275,1726054800.0,36.58166666666663
276,1726055100.0,36.82916666666663
277,1726055400.0,35.03416666666663
278,1726055700.0,35.08166666666663
279,1726056000.0,35.71499999999996
280,1726056300.0,35.93166666666663
281,1726056600.0,35.00499999999997
282,1726056900.0,34.864999999999974
283,1726057200.0,34.93166666666663
284,1726057500.0,37.65749999999996
285,1726057800.0,35.76249999999996
286,1726058100.0,33.59833333333331
287,1726058400.0,35.40999999999996
288,1726058700.0,35.674166666666636
289,1726059000.0,35.379166666666634
290,1726059300.0,33.87166666666663
291,1726059600.0,33.988333333333294
292,1726059900.0,34.569999999999965
293,1726060200.0,33.50499999999996
294,1726060500.0,33.257499999999965
295,1726060800.0,37.994166666666636
296,1726061100.0,36.995833333333294
297,1726061400.0,34.19833333333331
298,1726061700.0,36.2433333333333
299,1726062000.0,34.2458333333333
300,1726062300.0,35.10499999999997
301,1726062600.0,34.206140350877156
302,1726062900.0,37.569999999999965
303,1726063200.0,35.276666666666635
304,1726063500.0,35.93833333333329
305,1726063800.0,35.9433333333333
306,1726064100.0,38.03666666666663
307,1726064400.0,34.92916666666664
308,1726064700.0,38.52499999999997
309,1726065000.0,38.47416666666662
310,1726065300.0,33.95749999999996
311,1726065600.0,31.926666666666637
312,1726065900.0,33.174166666666636
313,1726066200.0,33.740833333333306
314,1726066500.0,35.507499999999965
315,1726066800.0,32.78416666666663
316,1726067100.0,38.42666666666663
317,1726067400.0,37.37249999999997
318,1726067700.0,35.6383333333333
319,1726068000.0,36.764999999999965
320,1726068300.0,35.71749999999996
321,1726068600.0,36.91749999999997
322,1726068900.0,37.36249999999996
323,1726069200.0,36.588333333333296
324,1726069500.0,34.7458333333333
325,1726069800.0,35.879166666666634
326,1726070100.0,34.98166666666664
327,1726070400.0,37.781666666666624
328,1726070700.0,33.40749999999996
329,1726071000.0,35.6383333333333
330,1726071300.0,40.05999999999996
331,1726071600.0,36.33666666666663
332,1726071900.0,31.35749999999997
333,1726072200.0,37.03416666666663
334,1726072500.0,38.988333333333294
335,1726072800.0,37.031666666666624
336,1726073100.0,31.95749999999997
337,1726073400.0,35.995833333333294
338,1726073700.0,37.374166666666625
339,1726074000.0,34.78166666666664
340,1726074300.0,37.514999999999965
341,1726074600.0,34.78166666666664
342,1726074900.0,36.21499999999996
343,1726075200.0,36.69833333333329
344,1726075500.0,34.89583333333329
345,1726075800.0,33.96249999999997
346,1726076100.0,36.0958333333333
347,1726076400.0,35.96249999999996
348,1726076700.0,33.926666666666634
349,1726077000.0,32.67166666666664
350,1726077300.0,36.47666666666664
351,1726077600.0,34.867499999999964
352,1726077900.0,33.86499999999997
353,1726078200.0,36.12416666666663
354,1726078500.0,36.97166666666662
355,1726078800.0,35.80999999999996
356,1726079100.0,36.690833333333295
357,1726079400.0,34.72166666666663
358,1726079700.0,41.9533333333333
359,1726080000.0,35.726666666666624
360,1726080300.0,35.519999999999975
361,1726080600.0,32.25499999999997
362,1726080900.0,37.2008333333333
363,1726081200.0,37.32916666666663
364,1726081500.0,35.47999999999997
365,1726081800.0,38.01249999999996
366,1726082100.0,38.74833333333329
367,1726082400.0,34.3883333333333
368,1726082700.0,36.64583333333329
369,1726083000.0,35.3983333333333
370,1726083300.0,36.77666666666663
371,1726083600.0,37.481666666666634
372,1726083900.0,35.426666666666634
373,1726084200.0,33.32666666666663
374,1726084500.0,36.78166666666663
375,1726084800.0,35.04083333333329
376,1726085100.0,35.30333333333329
377,1726085400.0,33.7008333333333
378,1726085700.0,36.47916666666663
379,1726086000.0,33.107499999999966
380,1726086300.0,36.088333333333296
381,1726086600.0,33.96249999999996
382,1726086900.0,33.824166666666635
383,1726087200.0,36.11249999999997
384,1726087500.0,36.13166666666663
385,1726087800.0,35.87666666666664
386,1726088100.0,36.08166666666663
387,1726088400.0,35.78833333333329
388,1726088700.0,37.37916666666663
389,1726089000.0,34.48166666666664
390,1726089300.0,35.60999999999997
391,1726089600.0,39.01749999999997
392,1726089900.0,35.651315789473685
