,ts,CPU load 5 avg
349,1726077000.0,39.168666666666645
350,1726077300.0,39.13300000000002
351,1726077600.0,38.78850000000002
352,1726077900.0,40.186666666666675
353,1726078200.0,39.42799999999998
354,1726078500.0,38.99233333333334
355,1726078800.0,38.71683333333335
356,1726079100.0,39.11883333333334
357,1726079400.0,39.829833333333326
358,1726079700.0,39.540166666666664
359,1726080000.0,39.14333333333332
360,1726080300.0,39.101333333333336
361,1726080600.0,39.93483333333333
362,1726080900.0,40.194166666666675
363,1726081200.0,39.659333333333315
364,1726081500.0,41.79250000000001
365,1726081800.0,41.47416666666666
366,1726082100.0,41.04549999999999
367,1726082400.0,42.33149999999999
368,1726082700.0,45.58183333333334
369,1726083000.0,44.18383333333332
370,1726083300.0,41.27916666666666
371,1726083600.0,40.174166666666665
372,1726083900.0,40.34766666666666
373,1726084200.0,40.5075
374,1726084500.0,39.96716666666666
375,1726084800.0,39.51783333333331
376,1726085100.0,39.55083333333333
377,1726085400.0,39.80966666666665
378,1726085700.0,40.22583333333332
379,1726086000.0,39.7755
380,1726086300.0,39.76133333333334
381,1726086600.0,39.51049999999998
382,1726086900.0,38.94933333333332
383,1726087200.0,38.874833333333314
384,1726087500.0,38.90633333333336
385,1726087800.0,39.25633333333332
386,1726088100.0,39.405833333333334
387,1726088400.0,39.59866666666666
388,1726088700.0,39.650666666666694
389,1726089000.0,40.13099999999999
390,1726089300.0,40.534666666666666
391,1726089600.0,40.74033333333333
392,1726089900.0,39.896578947368425
